numero_processo;ente_devedor;valor;tipo;status_pagamento;tribunal;ano_orcamento;tempo_paga;retorno_anual;score;valor_float;score_juridico;score_total
0729449-93.2021.8.02.0001;Estado de Alagoas;R$ 19.543,41;Alimentar;PI;TJAL;2025;2;1.0;;19543.41;80;80.0
0710634-29.2013.8.02.0001;Estado de Alagoas;R$ 18.996,72;Alimentar;PI;TJAL;2025;2;1.0;;18996.72;80;80.0
0710634-29.2013.8.02.0001;Estado de Alagoas;R$ 18.996,72;Alimentar;PI;TJAL;2025;2;1.0;;18996.72;80;80.0
0710634-29.2013.8.02.0001;Estado de Alagoas;R$ 15.471,99;Alimentar;PI;TJAL;2025;2;1.0;;15471.99;80;80.0
0710634-29.2013.8.02.0001;Estado de Alagoas;R$ 18.996,72;Alimentar;PI;TJAL;2025;2;1.0;;18996.72;80;80.0
0710634-29.2013.8.02.0001;Estado de Alagoas;R$ 18.996,72;Alimentar;PI;TJAL;2025;2;1.0;;18996.72;80;80.0
0709536-91.2022.8.02.0001;Estado de Alagoas;R$ 16.047,79;Alimentar;PI;TJAL;2025;2;1.0;;16047.79;80;80.0
0728669-61.2018.8.02.0001/01;Estado de Alagoas;R$ 21.026,64;Alimentar;PI;TJAL;2025;2;1.0;;21026.64;80;80.0
0001249-94.1996.8.02.0001/07;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0001249-94.1996.8.02.0001/07;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0001249-94.1996.8.02.0001/07;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0736610-23.2022.8.02.0001/02;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0725260-53.2013.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0700558-60.2022.8.02.0055;Estado de Alagoas;R$ 18.256,72;Alimentar;N;TJAL;2025;3;0.5874;;18256.72;80;31.83
0503259-97.2007.8.02.0056;Estado de Alagoas;R$ 129.059,51;Alimentar;N;TJAL;2025;3;0.5874;;129059.51;80;31.85
0706554-22.2013.8.02.0001;Estado de Alagoas;R$ 65.717,19;Alimentar;N;TJAL;2025;3;0.5874;;65717.19;80;31.84
0007438-83.1999.8.02.0001;Estado de Alagoas;R$ 447.164,07;Alimentar;N;TJAL;2025;3;0.5874;;447164.07;80;31.91
0007438-83.1999.8.02.0001;Estado de Alagoas;R$ 12.637,56;Alimentar;N;TJAL;2025;3;0.5874;;12637.56;80;31.83
0051774-89.2010.8.02.0001;Estado de Alagoas;R$ 85.771,81;Alimentar;N;TJAL;2025;3;0.5874;;85771.81;80;31.84
0051774-89.2010.8.02.0001;Estado de Alagoas;R$ 139.139,21;Alimentar;N;TJAL;2025;3;0.5874;;139139.21;80;31.85
0051774-89.2010.8.02.0001;Estado de Alagoas;R$ 79.914,16;Alimentar;N;TJAL;2025;3;0.5874;;79914.16;80;31.84
0051774-89.2010.8.02.0001;Estado de Alagoas;R$ 83.994,00;Alimentar;N;TJAL;2025;3;0.5874;;83994.0;80;31.84
0051774-89.2010.8.02.0001;Estado de Alagoas;R$ 34.100,40;Alimentar;N;TJAL;2025;3;0.5874;;34100.4;80;31.83
0001058-06.2013.8.02.0049/01;Estado de Alagoas;R$ 42.940,89;Alimentar;N;TJAL;2025;3;0.5874;;42940.89;80;31.83
0721745-63.2020.8.02.0001;Estado de Alagoas;R$ 83.176,67;Alimentar;N;TJAL;2025;3;0.5874;;83176.67;80;31.84
0704605-89.2015.8.02.0001;Estado de Alagoas;R$ 210.816,14;Alimentar;N;TJAL;2025;3;0.5874;;210816.14;80;31.87
0704605-89.2015.8.02.0001;Estado de Alagoas;R$ 210.816,14;Alimentar;N;TJAL;2025;3;0.5874;;210816.14;80;31.87
0704605-89.2015.8.02.0001;Estado de Alagoas;R$ 210.816,14;Alimentar;N;TJAL;2025;3;0.5874;;210816.14;80;31.87
0704605-89.2015.8.02.0001;Estado de Alagoas;R$ 210.816,14;Alimentar;N;TJAL;2025;3;0.5874;;210816.14;80;31.87
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 49.927,47;Alimentar;N;TJAL;2025;3;0.5874;;49927.47;80;31.84
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 113.597,03;Alimentar;N;TJAL;2025;3;0.5874;;113597.03;80;31.85
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 40.258,04;Alimentar;N;TJAL;2025;3;0.5874;;40258.04;80;31.83
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 71.884,70;Alimentar;N;TJAL;2025;3;0.5874;;71884.7;80;31.84
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 17.770,25;Alimentar;N;TJAL;2025;3;0.5874;;17770.25;80;31.83
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 44.562,78;Alimentar;N;TJAL;2025;3;0.5874;;44562.78;80;31.84
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 28.430,45;Alimentar;N;TJAL;2025;3;0.5874;;28430.45;80;31.83
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 18.823,81;Alimentar;N;TJAL;2025;3;0.5874;;18823.81;80;31.83
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 65.507,99;Alimentar;N;TJAL;2025;3;0.5874;;65507.99;80;31.84
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 189.069,58;Alimentar;N;TJAL;2025;3;0.5874;;189069.58;80;31.86
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 40.254,30;Alimentar;N;TJAL;2025;3;0.5874;;40254.3;80;31.83
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 259.272,91;Alimentar;N;TJAL;2025;3;0.5874;;259272.91;80;31.88
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 13.005,75;Alimentar;N;TJAL;2025;3;0.5874;;13005.75;80;31.83
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 121.469,94;Alimentar;N;TJAL;2025;3;0.5874;;121469.94;80;31.85
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 212.906,95;Alimentar;N;TJAL;2025;3;0.5874;;212906.95;80;31.87
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 32.499,73;Alimentar;N;TJAL;2025;3;0.5874;;32499.73;80;31.83
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 37.073,76;Alimentar;N;TJAL;2025;3;0.5874;;37073.76;80;31.83
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 104.063,16;Alimentar;N;TJAL;2025;3;0.5874;;104063.16;80;31.85
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 69.264,40;Alimentar;N;TJAL;2025;3;0.5874;;69264.4;80;31.84
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 18.585,15;Alimentar;N;TJAL;2025;3;0.5874;;18585.15;80;31.83
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 67.385,03;Alimentar;N;TJAL;2025;3;0.5874;;67385.03;80;31.84
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 39.822,11;Alimentar;N;TJAL;2025;3;0.5874;;39822.11;80;31.83
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 78.744,84;Alimentar;N;TJAL;2025;3;0.5874;;78744.84;80;31.84
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 82.993,78;Alimentar;N;TJAL;2025;3;0.5874;;82993.78;80;31.84
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 36.429,31;Alimentar;N;TJAL;2025;3;0.5874;;36429.31;80;31.83
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 53.771,89;Alimentar;N;TJAL;2025;3;0.5874;;53771.89;80;31.84
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 32.266,63;Alimentar;N;TJAL;2025;3;0.5874;;32266.63;80;31.83
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 59.811,48;Alimentar;N;TJAL;2025;3;0.5874;;59811.48;80;31.84
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 183.103,28;Alimentar;N;TJAL;2025;3;0.5874;;183103.28;80;31.86
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 36.639,59;Alimentar;N;TJAL;2025;3;0.5874;;36639.59;80;31.83
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 19.293,46;Alimentar;N;TJAL;2025;3;0.5874;;19293.46;80;31.83
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 88.374,15;Alimentar;N;TJAL;2025;3;0.5874;;88374.15;80;31.84
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 21.542,22;Alimentar;N;TJAL;2025;3;0.5874;;21542.22;80;31.83
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 62.914,10;Alimentar;N;TJAL;2025;3;0.5874;;62914.1;80;31.84
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 89.319,43;Alimentar;N;TJAL;2025;3;0.5874;;89319.43;80;31.84
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 40.033,35;Alimentar;N;TJAL;2025;3;0.5874;;40033.35;80;31.83
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 29.848,53;Alimentar;N;TJAL;2025;3;0.5874;;29848.53;80;31.83
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 150.635,55;Alimentar;N;TJAL;2025;3;0.5874;;150635.55;80;31.86
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 14.194,12;Alimentar;N;TJAL;2025;3;0.5874;;14194.12;80;31.83
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 19.450,47;Alimentar;N;TJAL;2025;3;0.5874;;19450.47;80;31.83
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 98.701,16;Alimentar;N;TJAL;2025;3;0.5874;;98701.16;80;31.85
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 13.929,29;Alimentar;N;TJAL;2025;3;0.5874;;13929.29;80;31.83
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 34.022,14;Alimentar;N;TJAL;2025;3;0.5874;;34022.14;80;31.83
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 144.994,03;Alimentar;N;TJAL;2025;3;0.5874;;144994.03;80;31.85
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 114.528,92;Alimentar;N;TJAL;2025;3;0.5874;;114528.92;80;31.85
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 340.233,68;Alimentar;N;TJAL;2025;3;0.5874;;340233.68;80;31.89
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 66.552,52;Alimentar;N;TJAL;2025;3;0.5874;;66552.52;80;31.84
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 64.887,49;Alimentar;N;TJAL;2025;3;0.5874;;64887.49;80;31.84
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 46.842,76;Alimentar;N;TJAL;2025;3;0.5874;;46842.76;80;31.84
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 66.152,91;Alimentar;N;TJAL;2025;3;0.5874;;66152.91;80;31.84
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 19.331,22;Alimentar;N;TJAL;2025;3;0.5874;;19331.22;80;31.83
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 80.684,01;Alimentar;N;TJAL;2025;3;0.5874;;80684.01;80;31.84
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 47.631,02;Alimentar;N;TJAL;2025;3;0.5874;;47631.02;80;31.84
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 58.254,32;Alimentar;N;TJAL;2025;3;0.5874;;58254.32;80;31.84
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 58.254,32;Alimentar;N;TJAL;2025;3;0.5874;;58254.32;80;31.84
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 11.436,24;Alimentar;N;TJAL;2025;3;0.5874;;11436.24;80;31.83
0700457-38.2022.8.02.0050;Estado de Alagoas;R$ 80.635,23;Alimentar;N;TJAL;2025;3;0.5874;;80635.23;80;31.84
0712702-15.2014.8.02.0001/01;Estado de Alagoas;R$ 46.077,16;Alimentar;N;TJAL;2025;3;0.5874;;46077.16;80;31.84
0700457-38.2022.8.02.0050;Estado de Alagoas;R$ 65.623,60;Alimentar;N;TJAL;2025;3;0.5874;;65623.6;80;31.84
0701309-88.2017.8.02.0001;Estado de Alagoas;R$ 119.987,54;Alimentar;N;TJAL;2025;3;0.5874;;119987.54;80;31.85
0720922-31.2016.8.02.0001;Estado de Alagoas;R$ 237.368,13;Alimentar;N;TJAL;2025;3;0.5874;;237368.13;80;31.87
0720922-31.2016.8.02.0001;Estado de Alagoas;R$ 262.083,52;Alimentar;N;TJAL;2025;3;0.5874;;262083.52;80;31.88
0720922-31.2016.8.02.0001;Estado de Alagoas;R$ 265.634,98;Alimentar;N;TJAL;2025;3;0.5874;;265634.98;80;31.88
0720922-31.2016.8.02.0001;Estado de Alagoas;R$ 262.709,02;Alimentar;N;TJAL;2025;3;0.5874;;262709.02;80;31.88
0720922-31.2016.8.02.0001;Estado de Alagoas;R$ 262.677,08;Alimentar;N;TJAL;2025;3;0.5874;;262677.08;80;31.88
0720922-31.2016.8.02.0001.;Estado de Alagoas;R$ 265.607,33;Alimentar;N;TJAL;2025;3;0.5874;;265607.33;80;31.88
0721028-85.2019.8.02.0001;Estado de Alagoas;R$ 250.674,25;Alimentar;N;TJAL;2025;3;0.5874;;250674.25;80;31.88
0720922-31.2016.8.02.0001;Estado de Alagoas;R$ 30.080,91;Alimentar;N;TJAL;2025;3;0.5874;;30080.91;80;31.83
0735346-78.2016.8.02.0001;Estado de Alagoas;R$ 17.412,44;Alimentar;N;TJAL;2025;3;0.5874;;17412.44;80;31.83
0729298-69.2017.8.02.0001;Estado de Alagoas;R$ 23.729,15;Alimentar;N;TJAL;2025;3;0.5874;;23729.15;80;31.83
0732829-32.2018.8.02.0001;Estado de Alagoas;R$ 218.587,20;Alimentar;N;TJAL;2025;3;0.5874;;218587.2;80;31.87
0732829-32.2018.8.02.0001;Estado de Alagoas;R$ 239.810,93;Alimentar;N;TJAL;2025;3;0.5874;;239810.93;80;31.87
0732829-32.2018.8.02.0001;Estado de Alagoas;R$ 17.100,85;Alimentar;N;TJAL;2025;3;0.5874;;17100.85;80;31.83
0724952-17.2013.8.02.0001;Estado de Alagoas;R$ 2.323,92;Alimentar;N;TJAL;2025;3;0.5874;;2323.92;80;31.83
0732829-32.2018.8.02.0001;Estado de Alagoas;R$ 330.894,37;Alimentar;N;TJAL;2025;3;0.5874;;330894.37;80;31.89
0701056-74.2022.8.02.0050;Estado de Alagoas;R$ 46.409,93;Alimentar;N;TJAL;2025;3;0.5874;;46409.93;80;31.84
0732829-32.2018.8.02.0001;Estado de Alagoas;R$ 239.563,36;Alimentar;N;TJAL;2025;3;0.5874;;239563.36;80;31.87
0707161-54.2021.8.02.0001;Estado de Alagoas;R$ 25.551,82;Alimentar;N;TJAL;2025;3;0.5874;;25551.82;80;31.83
0718984-25.2021.8.02.0001;Estado de Alagoas;R$ 29.220,01;Alimentar;N;TJAL;2025;3;0.5874;;29220.01;80;31.83
0708192-12.2021.8.02.0001;Estado de Alagoas;R$ 52.791,97;Alimentar;N;TJAL;2025;3;0.5874;;52791.97;80;31.84
0704609-19.2021.8.02.0001;Estado de Alagoas;R$ 92.977,54;Alimentar;N;TJAL;2025;3;0.5874;;92977.54;80;31.84
0705442-37.2021.8.02.0001;Estado de Alagoas;R$ 34.985,65;Alimentar;N;TJAL;2025;3;0.5874;;34985.65;80;31.83
0717160-31.2021.8.02.0001;Estado de Alagoas;R$ 53.482,42;Alimentar;N;TJAL;2025;3;0.5874;;53482.42;80;31.84
0712340-13.2014.8.02.0001;Estado de Alagoas;R$ 14.913,72;Alimentar;N;TJAL;2025;3;0.5874;;14913.72;80;31.83
0712340-13.2014.8.02.0001;Estado de Alagoas;R$ 8.545,62;Alimentar;N;TJAL;2025;3;0.5874;;8545.62;80;31.83
0712340-13.2014.8.02.0001;Estado de Alagoas;R$ 39.579,64;Alimentar;N;TJAL;2025;3;0.5874;;39579.64;80;31.83
0712340-13.2014.8.02.0001;Estado de Alagoas;R$ 16.221,58;Alimentar;N;TJAL;2025;3;0.5874;;16221.58;80;31.83
0711373-21.2021.8.02.0001;Estado de Alagoas;R$ 97.183,89;Alimentar;N;TJAL;2025;3;0.5874;;97183.89;80;31.85
0711373-21.2021.8.02.0001;Estado de Alagoas;R$ 37.973,27;Alimentar;N;TJAL;2025;3;0.5874;;37973.27;80;31.83
0700151-22.2023.8.02.0022;Estado de Alagoas;R$ 50.859,87;Alimentar;N;TJAL;2025;3;0.5874;;50859.87;80;31.84
0700150-37.2023.8.02.0022;Estado de Alagoas;R$ 26.900,40;Alimentar;N;TJAL;2025;3;0.5874;;26900.4;80;31.83
0700150-37.2023.8.02.0022;Estado de Alagoas;R$ 27.501,81;Alimentar;N;TJAL;2025;3;0.5874;;27501.81;80;31.83
0700155-59.2023.8.02.0022;Estado de Alagoas;R$ 27.501,81;Alimentar;N;TJAL;2025;3;0.5874;;27501.81;80;31.83
0700155-59.2023.8.02.0022;Estado de Alagoas;R$ 27.501,81;Alimentar;N;TJAL;2025;3;0.5874;;27501.81;80;31.83
0700224-91.2023.8.02.0022;Estado de Alagoas;R$ 27.501,81;Alimentar;N;TJAL;2025;3;0.5874;;27501.81;80;31.83
0700153-89.2023.8.02.0022;Estado de Alagoas;R$ 27.501,81;Alimentar;N;TJAL;2025;3;0.5874;;27501.81;80;31.83
0733371-50.2018.8.02.0001/01;Estado de Alagoas;R$ 672.520,00;Alimentar;N;TJAL;2025;3;0.5874;;672520.0;80;31.96
0733371-50.2018.8.02.0001/01;Estado de Alagoas;R$ 62.687,02;Alimentar;N;TJAL;2025;3;0.5874;;62687.02;80;31.84
0700171-13.2023.8.02.0022;Estado de Alagoas;R$ 27.501,81;Alimentar;N;TJAL;2025;3;0.5874;;27501.81;80;31.83
0700136-53.2023.8.02.0022;Estado de Alagoas;R$ 27.059,77;Alimentar;N;TJAL;2025;3;0.5874;;27059.77;80;31.83
0015307-68.1997.8.02.0001;Estado de Alagoas;R$ 474.623,83;Alimentar;N;TJAL;2025;3;0.5874;;474623.83;80;31.92
0039096-42.2010.8.02.0001/02;Estado de Alagoas;R$ 131.586,77;Alimentar;N;TJAL;2025;3;0.5874;;131586.77;80;31.85
0700169-43.2023.8.02.0022;Estado de Alagoas;R$ 27.501,81;Alimentar;N;TJAL;2025;3;0.5874;;27501.81;80;31.83
0700140-90.2023.8.02.0022;Estado de Alagoas;R$ 50.859,87;Alimentar;N;TJAL;2025;3;0.5874;;50859.87;80;31.84
0700152-07.2023.8.02.0022;Estado de Alagoas;R$ 27.501,81;Alimentar;N;TJAL;2025;3;0.5874;;27501.81;80;31.83
0700127-91.2023.8.02.0022;Estado de Alagoas;R$ 27.501,81;Alimentar;N;TJAL;2025;3;0.5874;;27501.81;80;31.83
0700170-28.2023.8.02.0022;Estado de Alagoas;R$ 26.789,51;Alimentar;N;TJAL;2025;3;0.5874;;26789.51;80;31.83
0700167-73.2023.8.02.0022;Estado de Alagoas;R$ 27.501,81;Alimentar;N;TJAL;2025;3;0.5874;;27501.81;80;31.83
0700167-73.2023.8.02.0022;Estado de Alagoas;R$ 50.859,87;Alimentar;N;TJAL;2025;3;0.5874;;50859.87;80;31.84
0700139-08.2023.8.02.0022;Estado de Alagoas;R$ 50.859,87;Alimentar;N;TJAL;2025;3;0.5874;;50859.87;80;31.84
0730288-26.2018.8.02.0001;Estado de Alagoas;R$ 30.288,08;Alimentar;N;TJAL;2025;3;0.5874;;30288.08;80;31.83
0717117-31.2020.8.02.0001;Estado de Alagoas;R$ 202.649,75;Alimentar;N;TJAL;2025;3;0.5874;;202649.75;80;31.87
0716541-43.2017.8.02.0001;Estado de Alagoas;R$ 202.403,01;Alimentar;N;TJAL;2025;3;0.5874;;202403.01;80;31.87
0716541-43.2017.8.02.0001;Estado de Alagoas;R$ 239.047,60;Alimentar;N;TJAL;2025;3;0.5874;;239047.6;80;31.87
0716541-43.2017.8.02.0001;Estado de Alagoas;R$ 179.345,98;Alimentar;N;TJAL;2025;3;0.5874;;179345.98;80;31.86
0708984-68.2018.8.02.0001;Estado de Alagoas;R$ 497.772,03;Alimentar;N;TJAL;2025;3;0.5874;;497772.03;80;31.92
0708984-68.2018.8.02.0001;Estado de Alagoas;R$ 501.117,18;Alimentar;N;TJAL;2025;3;0.5874;;501117.18;80;31.92
0708984-68.2018.8.02.0001;Estado de Alagoas;R$ 500.934,77;Alimentar;N;TJAL;2025;3;0.5874;;500934.77;80;31.92
0708984-68.2018.8.02.0001;Estado de Alagoas;R$ 525.724,76;Alimentar;N;TJAL;2025;3;0.5874;;525724.76;80;31.93
0708984-68.2018.8.02.0001/04;Estado de Alagoas;R$ 370.977,57;Alimentar;N;TJAL;2025;3;0.5874;;370977.57;80;31.9
0716541-43.2017.8.02.0001;Estado de Alagoas;R$ 183.878,58;Alimentar;N;TJAL;2025;3;0.5874;;183878.58;80;31.86
0712487-68.2016.8.02.0001;Estado de Alagoas;R$ 58.998,74;Alimentar;N;TJAL;2025;3;0.5874;;58998.74;80;31.84
0700285-49.2023.8.02.0022;Estado de Alagoas;R$ 27.056,36;Alimentar;N;TJAL;2025;3;0.5874;;27056.36;80;31.83
0700129-61.2023.8.02.0022;Estado de Alagoas;R$ 23.686,29;Alimentar;N;TJAL;2025;3;0.5874;;23686.29;80;31.83
0700137-38.2023.8.02.0022;Estado de Alagoas;R$ 27.501,81;Alimentar;N;TJAL;2025;3;0.5874;;27501.81;80;31.83
0700275-05.2023.8.02.0022;Estado de Alagoas;R$ 27.900,59;Alimentar;N;TJAL;2025;3;0.5874;;27900.59;80;31.83
0700128-76.2023.8.02.0022;Estado de Alagoas;R$ 27.501,81;Alimentar;N;TJAL;2025;3;0.5874;;27501.81;80;31.83
0801188-03.2019.8.02.0000;Estado de Alagoas;R$ 183.486,45;Alimentar;N;TJAL;2025;3;0.5874;;183486.45;80;31.86
0716541-43.2017.8.02.0001;Estado de Alagoas;R$ 108.575,65;Alimentar;N;TJAL;2025;3;0.5874;;108575.65;80;31.85
0700239-60.2023.8.02.0022;Estado de Alagoas;R$ 27.501,81;Alimentar;N;TJAL;2025;3;0.5874;;27501.81;80;31.83
0700284-64.2023.8.02.0022;Estado de Alagoas;R$ 16.237,78;Alimentar;N;TJAL;2025;3;0.5874;;16237.78;80;31.83
0014345-06.2001.8.02.0001;Estado de Alagoas;R$ 74.993,13;Alimentar;N;TJAL;2025;3;0.5874;;74993.13;80;31.84
0726360-43.2013.8.02.0001;Estado de Alagoas;R$ 6.919,37;Alimentar;N;TJAL;2025;3;0.5874;;6919.37;80;31.83
0710114-06.2012.8.02.0001;Estado de Alagoas;R$ 76.900,77;Alimentar;N;TJAL;2025;3;0.5874;;76900.77;80;31.84
0046091-37.2011.8.02.0001/01;Estado de Alagoas;R$ 154.263,80;Alimentar;N;TJAL;2025;3;0.5874;;154263.8;80;31.86
0046091-37.2011.8.02.0001/01;Estado de Alagoas;R$ 15.426,36;Alimentar;N;TJAL;2025;3;0.5874;;15426.36;80;31.83
0715378-57.2019.8.02.0001;Estado de Alagoas;R$ 28.387,85;Alimentar;N;TJAL;2025;3;0.5874;;28387.85;80;31.83
0700458-49.2019.8.02.0043/02;Estado de Alagoas;R$ 237.582,52;Alimentar;N;TJAL;2025;3;0.5874;;237582.52;80;31.87
0700458-49.2019.8.02.0043/02;Estado de Alagoas;R$ 35.637,37;Alimentar;N;TJAL;2025;3;0.5874;;35637.37;80;31.83
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 72.826,27;Alimentar;N;TJAL;2025;3;0.5874;;72826.27;80;31.84
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 73.723,63;Alimentar;N;TJAL;2025;3;0.5874;;73723.63;80;31.84
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 44.935,23;Alimentar;N;TJAL;2025;3;0.5874;;44935.23;80;31.84
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 72.509,49;Alimentar;N;TJAL;2025;3;0.5874;;72509.49;80;31.84
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 73.459,66;Alimentar;N;TJAL;2025;3;0.5874;;73459.66;80;31.84
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 54.279,20;Alimentar;N;TJAL;2025;3;0.5874;;54279.2;80;31.84
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 73.248,54;Alimentar;N;TJAL;2025;3;0.5874;;73248.54;80;31.84
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 74.198,70;Alimentar;N;TJAL;2025;3;0.5874;;74198.7;80;31.84
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 72.491,93;Alimentar;N;TJAL;2025;3;0.5874;;72491.93;80;31.84
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 82.198,34;Alimentar;N;TJAL;2025;3;0.5874;;82198.34;80;31.84
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 75.729,67;Alimentar;N;TJAL;2025;3;0.5874;;75729.67;80;31.84
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 48.876,88;Alimentar;N;TJAL;2025;3;0.5874;;48876.88;80;31.84
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 73.987,59;Alimentar;N;TJAL;2025;3;0.5874;;73987.59;80;31.84
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 56.320,33;Alimentar;N;TJAL;2025;3;0.5874;;56320.33;80;31.84
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 73.987,59;Alimentar;N;TJAL;2025;3;0.5874;;73987.59;80;31.84
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 51.076,57;Alimentar;N;TJAL;2025;3;0.5874;;51076.57;80;31.84
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 72.720,63;Alimentar;N;TJAL;2025;3;0.5874;;72720.63;80;31.84
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 116.501,60;Alimentar;N;TJAL;2025;3;0.5874;;116501.6;80;31.85
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 98.155,09;Alimentar;N;TJAL;2025;3;0.5874;;98155.09;80;31.85
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 72.738,19;Alimentar;N;TJAL;2025;3;0.5874;;72738.19;80;31.84
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 95.093,24;Alimentar;N;TJAL;2025;3;0.5874;;95093.24;80;31.84
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 92.066,68;Alimentar;N;TJAL;2025;3;0.5874;;92066.68;80;31.84
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 96.184,33;Alimentar;N;TJAL;2025;3;0.5874;;96184.33;80;31.85
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 94.354,17;Alimentar;N;TJAL;2025;3;0.5874;;94354.17;80;31.84
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 96.853,00;Alimentar;N;TJAL;2025;3;0.5874;;96853.0;80;31.85
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 79.678,39;Alimentar;N;TJAL;2025;3;0.5874;;79678.39;80;31.84
0500054-16.2016.8.02.0001;Estado de Alagoas;R$ 73.924,30;Alimentar;N;TJAL;2025;3;0.5874;;73924.3;80;31.84
